Вулиця;Кількість недобудов на вулиці;№ буд.;Рік;Кількість недобудов за рік;Матеріали;Рейтинг матеріалів;Кількість поверхів;Висота стелі;Стан
шосе Харківське;1;1А;1999;0;шлакоблок,монолітно-каркасний;2.30;15;2.73;Зданий
шосе Харківське;1;2;2015;2;шлакоблок;1.00;4;3.15;Зданий
шосе Харківське;1;201;1979;0;керамблок,монолітно-каркасний;2.50;24;2.92;Зданий
шосе Харківське;1;203;2009;1;з/б панель,шлакоблок;2.70;17;2.72;Зданий
шосе Харківське;1;21;2021;4;шлакоблок,монолітно-каркасний;2.30;3;2.46;Зданий
шосе Харківське;1;210;2003;1;керамблок;1.20;16;3.11;Зданий
шосе Харківське;1;210А;1978;0;цегла,к/б панель;3.70;1;2.72;Зданий
шосе Харківське;1;210корп1;1979;0;газоблок,з/б панель;3.10;10;2.78;Зданий
шосе Харківське;1;211;1976;0;з/б панель;1.70;13;3.09;Зданий
шосе Харківське;1;21А;1996;0;цегла;2.00;19;2.74;Зданий
шосе Харківське;1;21Б;1965;0;цегла сілікатна;1.50;12;3.13;Зданий
шосе Харківське;1;21В;2004;0;монолітно-каркасний,з/б панель;3.00;19;2.86;Зданий
шосе Харківське;1;22;2009;1;з/б панель,газоблок;3.10;21;2.57;Зданий
шосе Харківське;1;24;1960;0;монолітно-каркасний,вентильований фасад;2.20;20;2.7;Зданий
шосе Харківське;1;242;2009;1;з/б панель;1.70;15;2.66;Зданий
шосе Харківське;1;244;1998;0;газоблок,к/б панель;3.10;2;2.69;Зданий
шосе Харківське;1;25;1967;0;к/б панель,шлакоблок;2.70;18;2.62;Зданий
шосе Харківське;1;25А;1990;0;газоблок,монолітно-каркасний;2.70;12;2.58;Зданий
шосе Харківське;1;25Б;1966;0;цегла сілікатна;1.50;2;2.68;Зданий
шосе Харківське;1;2А;1964;0;цегла сілікатна,цегла;3.50;24;2.57;Зданий
шосе Харківське;1;2Б;1982;0;керамблок,газоблок;2.60;8;3.07;Зданий
шосе Харківське;1;3;1987;0;вентильований фасад,монолітно-каркасний;2.20;1;2.51;Зданий
шосе Харківське;1;3А;1996;0;к/б панель,газоблок;3.10;3;3.05;Зданий
шосе Харківське;1;3Б;1977;0;вентильований фасад,цегла,з/б панель;4.60;16;2.43;Зданий
шосе Харківське;1;4;1976;0;утеплювач,шлакоблок,газоблок;3.10;22;3.11;Зданий
шосе Харківське;1;46;1987;0;цегла;2.00;8;3.14;Зданий
шосе Харківське;1;48;1967;0;монолітно-каркасний,з/б панель;3.00;21;3.14;Зданий
шосе Харківське;1;48В;1984;0;монолітно-каркасний,з/б панель;3.00;15;2.64;Зданий
шосе Харківське;1;49;1991;0;утеплювач,цегла сілікатна;2.20;13;3.07;Зданий
шосе Харківське;1;5;1980;0;монолітно-каркасний,газоблок;2.70;15;2.58;Зданий
шосе Харківське;1;50А;1963;0;з/б панель;1.70;20;2.81;Зданий
шосе Харківське;1;51;1991;0;цегла сілікатна,монолітно-каркасний;2.80;12;2.85;Зданий
шосе Харківське;1;51А;2002;0;цегла сілікатна,цегла;3.50;14;3.06;Зданий
шосе Харківське;1;51Б;1963;0;вентильований фасад,к/б панель,цегла;4.60;9;2.96;Зданий
шосе Харківське;1;53;2002;0;цегла;2.00;14;2.41;Зданий
шосе Харківське;1;53А;1962;0;цегла,з/б панель;3.70;17;2.91;Зданий
шосе Харківське;1;55А;2008;1;цегла,утеплювач;2.70;15;2.51;Зданий
шосе Харківське;1;55Б;1984;0;шлакоблок;1.00;12;2.5;Зданий
шосе Харківське;1;57;1985;0;шлакоблок;1.00;22;2.56;Зданий
шосе Харківське;1;58;1974;0;з/б панель,цегла;3.70;11;3.07;Зданий
шосе Харківське;1;58А;1985;0;цегла сілікатна,з/б панель;3.20;2;2.41;Зданий
шосе Харківське;1;58Б;2008;1;газоблок,шлакоблок;2.40;4;2.64;Зданий
шосе Харківське;1;59;1970;0;шлакоблок,вентильований фасад;1.90;22;3.14;Зданий
шосе Харківське;1;6;1984;0;утеплювач,керамблок;1.90;9;2.84;Зданий
шосе Харківське;1;60;1985;0;керамблок;1.20;17;2.41;Зданий
шосе Харківське;1;61;1991;0;газоблок,керамблок;2.60;9;2.91;Зданий
шосе Харківське;1;61А;1996;0;керамблок;1.20;7;2.68;Зданий
шосе Харківське;1;61Б;1969;0;к/б панель,шлакоблок;2.70;11;2.77;Зданий
шосе Харківське;1;62;1981;0;шлакоблок;1.00;8;2.81;Зданий
шосе Харківське;1;62А;1994;0;утеплювач,цегла сілікатна;2.20;18;2.88;Зданий
шосе Харківське;1;63;1975;0;керамблок;1.20;6;2.57;Зданий
шосе Харківське;1;63А;1999;0;к/б панель,цегла сілікатна;3.20;4;2.65;Зданий
шосе Харківське;1;65;1998;0;газоблок,цегла;3.40;22;2.59;Зданий
шосе Харківське;1;67А;2005;2;керамблок,шлакоблок;2.20;13;2.41;Зданий
шосе Харківське;1;68;1989;0;монолітно-каркасний,з/б панель;3.00;10;2.95;Зданий
шосе Харківське;1;7;1971;0;цегла;2.00;18;2.7;Зданий
шосе Харківське;1;71А;2007;1;монолітно-каркасний;1.30;23;2.76;Зданий
шосе Харківське;1;9;1974;0;шлакоблок;1.00;7;2.74;Зданий
вул. Тихорецька;1;1;2018;2;шлакоблок;1.00;8;2.74;Зданий
вул. Тихорецька;1;10;1986;0;цегла сілікатна;1.50;10;2.99;Зданий
вул. Тихорецька;1;11;1980;0;цегла сілікатна;1.50;13;2.54;Зданий
вул. Тихорецька;1;11А;2007;1;газоблок;1.40;14;3.02;Зданий
вул. Тихорецька;1;12;1969;0;газоблок;1.40;22;2.45;Зданий
вул. Тихорецька;1;13;1966;0;з/б панель,шлакоблок;2.70;7;2.53;Зданий
вул. Тихорецька;1;14;1960;0;керамблок,монолітно-каркасний;2.50;21;3.03;Зданий
вул. Тихорецька;1;15;2005;2;утеплювач,з/б панель;2.40;2;3.14;Зданий
вул. Тихорецька;1;15А;2014;5;монолітно-каркасний;1.30;15;2.66;Зданий
вул. Тихорецька;1;16;1995;0;к/б панель;1.70;13;2.8;Зданий
вул. Тихорецька;1;18;2004;0;з/б панель;1.70;6;3.08;Зданий
вул. Тихорецька;1;18Б;1961;0;монолітно-каркасний,цегла;3.30;5;3.15;Зданий
вул. Тихорецька;1;19;1964;0;керамблок;1.20;13;3.08;Зданий
вул. Тихорецька;1;2;1986;0;утеплювач,вентильований фасад,газоблок;3.00;23;2.85;Зданий
вул. Тихорецька;1;20;1992;0;керамблок,вентильований фасад;2.10;21;2.82;Зданий
вул. Тихорецька;1;21;1987;0;з/б панель;1.70;15;2.92;Зданий
вул. Тихорецька;1;21А;1988;0;вентильований фасад,монолітно-каркасний,шлакоблок;3.20;14;2.81;Зданий
вул. Тихорецька;1;22;1961;0;шлакоблок;1.00;22;2.49;Зданий
вул. Тихорецька;1;24;2011;0;з/б панель;1.70;19;2.9;Зданий
вул. Тихорецька;1;26;1989;0;керамблок,газоблок;2.60;7;3.11;Зданий
вул. Тихорецька;1;28;2017;5;керамблок,з/б панель;2.90;6;2.43;Зданий
вул. Тихорецька;1;3;1979;0;монолітно-каркасний,утеплювач;2.00;6;3.11;Зданий
вул. Тихорецька;1;30;1995;0;вентильований фасад,цегла сілікатна,утеплювач;3.10;5;3.02;Зданий
вул. Тихорецька;1;30/7;2012;2;монолітно-каркасний,цегла,утеплювач;4.00;4;3;Невдала будівля
вул. Тихорецька;1;4;1982;0;к/б панель;1.70;9;2.76;Зданий
вул. Тихорецька;1;5;1977;0;з/б панель,монолітно-каркасний;3.00;12;2.48;Зданий
вул. Тихорецька;1;6;1997;0;утеплювач,газоблок,к/б панель;3.80;3;2.76;Зданий
вул. Тихорецька;1;7;2001;0;цегла,монолітно-каркасний;3.30;17;2.88;Зданий
вул. Тихорецька;1;8;1985;0;цегла,к/б панель;3.70;19;2.65;Зданий
вул. Тихорецька;1;9;1981;0;керамблок,цегла сілікатна;2.70;10;2.73;Зданий
вул. Тихорецька;1;9А;1983;1;з/б панель,керамблок;2.90;19;2.83;Зданий
пров. Лобачевського;2;7;2013;4;монолітно-каркасний,газоблок,утеплювач;3.40;27;2.7;Невдала будівля
пров. Лобачевського;2;7а;2010;1;монолітно-каркасний,газоблок,утеплювач;3.40;11;2.7;Невдала будівля
пров. Лобачевського;2;7А;1963;0;цегла;2.00;14;3.15;Зданий
пров. Лобачевського;2;8;2018;2;цегла;2.00;8;2.9;Зданий
пров. Лобачевського;2;8А;1999;0;к/б панель;1.70;1;2.67;Зданий
просп. Григоренка Петра;1;1;2002;0;газоблок;1.40;15;2.68;Зданий
просп. Григоренка Петра;1;11А;1965;0;шлакоблок,цегла сілікатна;2.50;10;2.99;Зданий
просп. Григоренка Петра;1;12;2008;1;шлакоблок;1.00;19;2.45;Зданий
просп. Григоренка Петра;1;12А;2018;2;монолітно-каркасний;1.30;2;2.59;Зданий
просп. Григоренка Петра;1;13Б;1981;0;к/б панель,монолітно-каркасний;3.00;15;2.65;Зданий
просп. Григоренка Петра;1;14;1980;0;вентильований фасад,з/б панель;2.60;17;2.53;Зданий
просп. Григоренка Петра;1;15;1976;0;к/б панель;1.70;22;2.97;Зданий
просп. Григоренка Петра;1;16;1986;0;цегла;2.00;4;2.64;Зданий
просп. Григоренка Петра;1;18;2017;5;утеплювач,цегла;2.70;16;2.49;Зданий
просп. Григоренка Петра;1;18А;1960;0;цегла;2.00;20;2.92;Зданий
просп. Григоренка Петра;1;18Г;1969;0;цегла сілікатна;1.50;8;2.56;Зданий
просп. Григоренка Петра;1;18Д;1963;0;цегла,з/б панель;3.70;9;2.57;Зданий
просп. Григоренка Петра;1;19;1961;0;к/б панель,газоблок;3.10;4;3.1;Зданий
просп. Григоренка Петра;1;19А;2002;0;з/б панель;1.70;24;2.8;Зданий
просп. Григоренка Петра;1;19Б;1994;0;к/б панель;1.70;17;2.65;Зданий
просп. Григоренка Петра;1;1А;1979;0;к/б панель,з/б панель;3.40;4;2.8;Зданий
просп. Григоренка Петра;1;1Б;1999;0;к/б панель,вентильований фасад;2.60;10;2.64;Зданий
просп. Григоренка Петра;1;2;2008;1;цегла,з/б панель;3.70;16;2.49;Зданий
просп. Григоренка Петра;1;20А;1966;0;утеплювач,цегла,керамблок;3.90;13;2.62;Зданий
просп. Григоренка Петра;1;20Б;1971;0;утеплювач,з/б панель,шлакоблок;3.40;11;3.06;Зданий
просп. Григоренка Петра;1;21;1972;0;монолітно-каркасний,шлакоблок;2.30;4;3.14;Зданий
просп. Григоренка Петра;1;21А;2019;0;утеплювач,з/б панель;2.40;17;3.14;Зданий
просп. Григоренка Петра;1;21Б;2017;5;утеплювач,цегла сілікатна,монолітно-каркасний;3.50;12;2.46;Зданий
просп. Григоренка Петра;1;21В;2009;1;утеплювач,з/б панель;2.40;15;3.03;Зданий
просп. Григоренка Петра;1;22;2002;0;керамблок;1.20;5;2.77;Зданий
просп. Григоренка Петра;1;23;1975;0;цегла,шлакоблок;3.00;21;3.17;Зданий
просп. Григоренка Петра;1;23А;2015;2;шлакоблок,цегла сілікатна;2.50;8;2.4;Зданий
просп. Григоренка Петра;1;24;1997;0;вентильований фасад,к/б панель;2.60;20;3.03;Зданий
просп. Григоренка Петра;1;24В;2000;0;вентильований фасад,монолітно-каркасний,керамблок;3.40;18;2.43;Зданий
просп. Григоренка Петра;1;25;1988;0;цегла,шлакоблок;3.00;24;2.67;Зданий
просп. Григоренка Петра;1;25А;1982;0;утеплювач,цегла сілікатна;2.20;19;2.86;Зданий
просп. Григоренка Петра;1;25Б;2003;1;керамблок;1.20;16;2.43;Зданий
просп. Григоренка Петра;1;25В;1983;1;газоблок,керамблок;2.60;19;3.05;Зданий
просп. Григоренка Петра;1;25Г;1992;0;шлакоблок,газоблок;2.40;7;2.67;Зданий
просп. Григоренка Петра;1;26;2016;2;утеплювач,з/б панель,керамблок;3.60;8;3.07;Зданий
просп. Григоренка Петра;1;26А;2007;1;керамблок;1.20;8;2.7;Зданий
просп. Григоренка Петра;1;27;2017;5;газоблок;1.40;7;2.79;Зданий
просп. Григоренка Петра;1;27Б;2012;2;цегла сілікатна;1.50;7;3.15;Зданий
просп. Григоренка Петра;1;28;2016;2;керамблок,утеплювач;1.90;7;2.67;Зданий
просп. Григоренка Петра;1;28А;2002;0;цегла;2.00;9;2.92;Зданий
просп. Григоренка Петра;1;28Б;1983;1;з/б панель,газоблок;3.10;15;2.53;Зданий
просп. Григоренка Петра;1;28В;2001;0;к/б панель;1.70;11;2.73;Зданий
просп. Григоренка Петра;1;29;1994;0;з/б панель;1.70;11;3.1;Зданий
просп. Григоренка Петра;1;3;1975;0;монолітно-каркасний;1.30;10;2.7;Зданий
просп. Григоренка Петра;1;31;1997;0;газоблок,вентильований фасад;2.30;17;2.64;Зданий
просп. Григоренка Петра;1;31А;1984;0;монолітно-каркасний;1.30;10;3.13;Зданий
просп. Григоренка Петра;1;31Б;1996;0;з/б панель,цегла сілікатна;3.20;16;2.42;Зданий
просп. Григоренка Петра;1;32Д;1976;0;монолітно-каркасний;1.30;3;3.11;Зданий
просп. Григоренка Петра;1;33;2020;0;цегла,утеплювач;2.70;24;2.96;Зданий
просп. Григоренка Петра;1;36;1978;0;газоблок;1.40;3;2.67;Зданий
просп. Григоренка Петра;1;36А;2012;2;з/б панель;1.70;19;2.87;Зданий
просп. Григоренка Петра;1;38;1962;0;з/б панель,утеплювач;2.40;3;2.9;Зданий
просп. Григоренка Петра;1;38А;2005;2;к/б панель,вентильований фасад;2.60;20;2.98;Зданий
просп. Григоренка Петра;1;39;1989;0;цегла сілікатна;1.50;21;3.14;Зданий
просп. Григоренка Петра;1;39Б;2005;2;цегла,утеплювач;2.70;8;2.75;Невдала будівля
просп. Григоренка Петра;1;39В;1999;0;з/б панель,вентильований фасад;2.60;5;2.88;Зданий
просп. Григоренка Петра;1;3А;2012;2;газоблок,к/б панель;3.10;21;3.13;Зданий
просп. Григоренка Петра;1;3Б;1965;0;к/б панель,шлакоблок;2.70;22;2.66;Зданий
просп. Григоренка Петра;1;3В;2013;4;утеплювач,газоблок;2.10;11;3.11;Зданий
просп. Григоренка Петра;1;4;1982;0;керамблок,з/б панель;2.90;5;2.81;Зданий
просп. Григоренка Петра;1;40;1989;0;газоблок,керамблок;2.60;11;2.63;Зданий
просп. Григоренка Петра;1;41;2021;4;монолітно-каркасний,к/б панель;3.00;22;3.12;Зданий
просп. Григоренка Петра;1;43;2021;4;шлакоблок;1.00;16;2.49;Зданий
просп. Григоренка Петра;1;44;2021;4;керамблок;1.20;19;2.63;Зданий
просп. Григоренка Петра;1;5;1979;0;утеплювач,вентильований фасад,к/б панель;3.30;10;2.94;Зданий
просп. Григоренка Петра;1;5А;1992;0;цегла сілікатна,газоблок;2.90;14;2.61;Зданий
просп. Григоренка Петра;1;7;2007;1;монолітно-каркасний;1.30;6;2.52;Зданий
просп. Григоренка Петра;1;7А;2000;0;к/б панель,цегла;3.70;13;2.56;Зданий
просп. Григоренка Петра;1;7Б;1999;0;к/б панель;1.70;1;2.82;Зданий
просп. Григоренка Петра;1;7В;2012;2;керамблок;1.20;1;2.52;Зданий
просп. Григоренка Петра;1;9;2021;4;цегла;2.00;20;2.41;Зданий
просп. Григоренка Петра;1;В;1984;0;вентильований фасад,монолітно-каркасний,керамблок;3.40;15;3.12;Зданий
бульв. Гашека Ярослава;1;1;1976;0;газоблок,к/б панель;3.10;21;2.96;Зданий
бульв. Гашека Ярослава;1;10;1968;0;к/б панель;1.70;10;2.64;Зданий
бульв. Гашека Ярослава;1;13;1960;0;шлакоблок,монолітно-каркасний;2.30;16;2.9;Зданий
бульв. Гашека Ярослава;1;15;2002;0;цегла сілікатна,шлакоблок;2.50;18;3.17;Зданий
бульв. Гашека Ярослава;1;16;2002;0;цегла сілікатна;1.50;6;3.02;Зданий
бульв. Гашека Ярослава;1;17;2006;0;монолітно-каркасний,шлакоблок;2.30;21;2.56;Зданий
бульв. Гашека Ярослава;1;18;2004;0;цегла,цегла сілікатна;3.50;7;3.19;Зданий
бульв. Гашека Ярослава;1;2;2014;5;керамблок;1.20;11;2.4;Зданий
бульв. Гашека Ярослава;1;20;2017;5;монолітно-каркасний,піноблок,утеплювач;2.00;25;2.85;Невдала будівля
бульв. Гашека Ярослава;1;24;2000;0;монолітно-каркасний,утеплювач;2.00;9;2.88;Зданий
бульв. Гашека Ярослава;1;3;1968;0;цегла,к/б панель;3.70;12;3.09;Зданий
бульв. Гашека Ярослава;1;4;2000;0;к/б панель,з/б панель;3.40;22;2.93;Зданий
бульв. Гашека Ярослава;1;5;1970;0;утеплювач,газоблок,монолітно-каркасний;3.40;17;2.57;Зданий
бульв. Гашека Ярослава;1;6;2005;2;цегла;2.00;1;3.1;Зданий
бульв. Гашека Ярослава;1;6А;1983;1;монолітно-каркасний;1.30;1;2.85;Зданий
бульв. Гашека Ярослава;1;7;1964;0;шлакоблок,к/б панель;2.70;12;2.99;Зданий
бульв. Гашека Ярослава;1;7А;2005;2;монолітно-каркасний,газоблок;2.70;18;2.98;Зданий
бульв. Гашека Ярослава;1;7Б;1994;0;к/б панель,цегла;3.70;23;2.55;Зданий
бульв. Гашека Ярослава;1;8;2001;0;вентильований фасад,шлакоблок;1.90;5;2.4;Зданий
бульв. Гашека Ярослава;1;8А;1976;0;шлакоблок,вентильований фасад;1.90;20;3.12;Зданий
бульв. Гашека Ярослава;1;9;1995;0;утеплювач,вентильований фасад,з/б панель;3.30;1;2.66;Зданий
вул. Сивашська;1;1;1975;0;к/б панель;1.70;24;2.83;Зданий
вул. Сивашська;1;12/2;2021;4;монолітно-каркасний,газоблок,утеплювач;3.40;25;2.8;Невдала будівля
вул. Сивашська;1;14А;1964;0;шлакоблок;1.00;8;2.81;Зданий
вул. Сивашська;1;16А;1983;1;з/б панель,цегла сілікатна;3.20;22;2.66;Зданий
вул. Сивашська;1;1А;2000;0;з/б панель;1.70;16;2.43;Зданий
вул. Сивашська;1;3;2020;0;к/б панель,керамблок;2.90;15;3.04;Зданий
вул. Здолбунівська;1;1;2008;1;газоблок;1.40;6;2.45;Зданий
вул. Здолбунівська;1;11;2021;4;монолітно-каркасний;1.30;3;3.08;Зданий
вул. Здолбунівська;1;11А;1995;0;к/б панель,цегла сілікатна;3.20;17;2.5;Зданий
вул. Здолбунівська;1;11Б;1975;0;шлакоблок,утеплювач;1.70;11;2.77;Зданий
вул. Здолбунівська;1;11В;1961;0;з/б панель;1.70;5;2.99;Зданий
вул. Здолбунівська;1;13;2014;5;монолітно-каркасний,цегла,утеплювач;4.00;25;2.8;Невдала будівля
вул. Здолбунівська;1;15;2019;0;газоблок,к/б панель;3.10;11;3.09;Зданий
вул. Здолбунівська;1;15А;1985;0;з/б панель,газоблок;3.10;2;3.02;Зданий
вул. Здолбунівська;1;16;1968;0;утеплювач,цегла,к/б панель;4.40;2;2.67;Зданий
вул. Здолбунівська;1;2;2012;2;к/б панель;1.70;10;2.44;Зданий
вул. Здолбунівська;1;3;1962;0;з/б панель;1.70;16;2.57;Зданий
вул. Здолбунівська;1;33А;2003;1;к/б панель;1.70;22;2.57;Зданий
вул. Здолбунівська;1;3А;1973;0;з/б панель;1.70;22;2.99;Зданий
вул. Здолбунівська;1;3Б;1968;0;цегла;2.00;5;2.92;Зданий
вул. Здолбунівська;1;3В;2014;5;газоблок,к/б панель;3.10;17;2.74;Зданий
вул. Здолбунівська;1;3Г;2004;0;монолітно-каркасний;1.30;3;2.78;Зданий
вул. Здолбунівська;1;4;2014;5;вентильований фасад,з/б панель,газоблок;4.00;11;2.61;Зданий
вул. Здолбунівська;1;5А;2014;5;керамблок;1.20;6;3.04;Зданий
вул. Здолбунівська;1;5Б;1975;0;цегла сілікатна,к/б панель;3.20;4;2.75;Зданий
вул. Здолбунівська;1;6;1966;0;з/б панель,монолітно-каркасний;3.00;22;3.07;Зданий
вул. Здолбунівська;1;7;2004;0;цегла сілікатна,шлакоблок;2.50;9;2.81;Зданий
вул. Здолбунівська;1;7А;1982;0;вентильований фасад,к/б панель,цегла сілікатна;4.10;9;2.94;Зданий
вул. Здолбунівська;1;7Б;1990;0;цегла сілікатна;1.50;8;3.07;Зданий
вул. Здолбунівська;1;8;1967;0;к/б панель,шлакоблок;2.70;12;2.48;Зданий
вул. Здолбунівська;1;9;1997;0;шлакоблок;1.00;5;2.72;Зданий
вул. Здолбунівська;1;9А;1967;0;вентильований фасад,з/б панель;2.60;4;3.02;Зданий
вул. Здолбунівська;1;9Б;1966;0;шлакоблок,цегла;3.00;12;2.74;Зданий
вул. Каунаська;1;1;1964;0;к/б панель;1.70;2;2.6;Зданий
вул. Каунаська;1;10;2021;4;керамблок;1.20;8;2.82;Зданий
вул. Каунаська;1;10А;2012;2;вентильований фасад,цегла;2.90;24;2.65;Зданий
вул. Каунаська;1;12;2004;0;к/б панель;1.70;14;2.43;Зданий
вул. Каунаська;1;13;1994;0;вентильований фасад,монолітно-каркасний,цегла сілікатна;3.70;11;2.82;Зданий
вул. Каунаська;1;13А;1984;0;к/б панель,вентильований фасад;2.60;4;2.6;Зданий
вул. Каунаська;1;13Б;2021;4;з/б панель;1.70;4;2.45;Зданий
вул. Каунаська;1;14;1998;0;к/б панель;1.70;6;2.5;Зданий
вул. Каунаська;1;16;1978;0;цегла;2.00;10;2.69;Зданий
вул. Каунаська;1;2;2001;0;шлакоблок;1.00;11;2.48;Зданий
вул. Каунаська;1;20;2015;2;вентильований фасад,шлакоблок,цегла;3.90;13;2.44;Зданий
вул. Каунаська;1;27;1960;0;шлакоблок;1.00;22;2.85;Зданий
вул. Каунаська;1;3;1981;0;монолітно-каркасний,керамблок;2.50;1;2.83;Зданий
вул. Каунаська;1;3В;2010;1;к/б панель;1.70;16;2.83;Зданий
вул. Каунаська;1;4;1961;0;цегла;2.00;12;2.51;Зданий
вул. Каунаська;1;6;1974;0;керамблок,к/б панель;2.90;1;2.96;Зданий
вул. Каунаська;1;8;1997;0;монолітно-каркасний;1.30;15;3.01;Зданий
вул. Світла;1;3;1983;1;шлакоблок,утеплювач;1.70;24;2.44;Зданий
вул. Світла;1;3-Д;2016;2;монолітно-каркасний,газоблок,утеплювач;3.40;20;2.8;Невдала будівля
вул. Світла;1;3Д;1963;0;утеплювач,керамблок;1.90;12;2.95;Зданий
вул. Світла;1;3Дкорп1;1964;0;керамблок;1.20;24;2.68;Зданий
вул. Світла;1;3Дкорп2;1996;0;цегла сілікатна,вентильований фасад;2.40;21;3.07;Зданий
вул. Світла;1;6;2021;4;газоблок;1.40;3;3.08;Зданий
вул. Світла;1;6А;1965;0;утеплювач,газоблок;2.10;1;2.67;Зданий
вул. Світла;1;6Б;1989;0;цегла;2.00;13;3.1;Зданий
вул. Світла;1;8;1971;0;цегла,вентильований фасад;2.90;14;2.9;Зданий
вул. Будівельників;1;1;2021;4;к/б панель;1.70;8;2.8;Зданий
вул. Будівельників;1;11;1994;0;шлакоблок;1.00;13;2.59;Зданий
вул. Будівельників;1;12;1988;0;з/б панель;1.70;21;2.41;Зданий
вул. Будівельників;1;12А;2013;4;цегла сілікатна,цегла;3.50;20;2.69;Зданий
вул. Будівельників;1;12Б;1996;0;цегла,цегла сілікатна;3.50;1;2.97;Зданий
вул. Будівельників;1;13;1997;0;к/б панель,з/б панель;3.40;7;2.53;Зданий
вул. Будівельників;1;14;1994;0;цегла;2.00;1;2.42;Зданий
вул. Будівельників;1;15;1970;0;утеплювач,цегла,к/б панель;4.40;18;2.68;Зданий
вул. Будівельників;1;16;2020;0;з/б панель;1.70;2;2.99;Зданий
вул. Будівельників;1;17;1973;0;утеплювач,керамблок;1.90;10;2.96;Зданий
вул. Будівельників;1;18;1971;0;з/б панель,монолітно-каркасний;3.00;18;2.97;Зданий
вул. Будівельників;1;18А;2001;0;цегла сілікатна,керамблок;2.70;2;3.11;Зданий
вул. Будівельників;1;19;2013;4;з/б панель,керамблок;2.90;17;2.93;Зданий
вул. Будівельників;1;21;1980;0;монолітно-каркасний;1.30;10;2.46;Зданий
вул. Будівельників;1;21А;1977;0;утеплювач,вентильований фасад;1.60;3;2.75;Зданий
вул. Будівельників;1;22;1989;0;керамблок;1.20;16;3.16;Зданий
вул. Будівельників;1;23;1968;0;шлакоблок,цегла;3.00;10;2.42;Зданий
вул. Будівельників;1;23А;1960;0;з/б панель;1.70;10;2.58;Зданий
вул. Будівельників;1;24;1962;0;цегла сілікатна,газоблок;2.90;15;2.96;Зданий
вул. Будівельників;1;24А;1962;0;к/б панель,цегла;3.70;19;2.79;Зданий
вул. Будівельників;1;24Д;2008;1;з/б панель,газоблок;3.10;20;2.54;Зданий
вул. Будівельників;1;25;1989;0;газоблок,цегла;3.40;8;2.82;Зданий
вул. Будівельників;1;26;1972;0;шлакоблок;1.00;7;2.69;Зданий
вул. Будівельників;1;27;1986;0;шлакоблок,з/б панель;2.70;10;2.49;Зданий
вул. Будівельників;1;27А;1962;0;утеплювач,к/б панель,цегла;4.40;21;2.55;Зданий
вул. Будівельників;1;28;1973;0;газоблок,утеплювач;2.10;14;3.08;Зданий
вул. Будівельників;1;29;1978;0;цегла сілікатна,керамблок;2.70;22;2.41;Зданий
вул. Будівельників;1;29А;1988;0;з/б панель;1.70;22;2.48;Зданий
вул. Будівельників;1;3;1992;0;утеплювач,цегла,к/б панель;4.40;16;2.46;Зданий
вул. Будівельників;1;30;2007;1;монолітно-каркасний,керамблок,цегла,утеплювач;5.20;8;3;Невдала будівля
вул. Будівельників;1;36;1967;0;к/б панель,утеплювач;2.40;5;2.78;Зданий
вул. Будівельників;1;38;2007;1;утеплювач,цегла сілікатна,цегла;4.20;22;3.17;Зданий
вул. Будівельників;1;4;1999;0;цегла,к/б панель;3.70;3;3.08;Зданий
вул. Будівельників;1;40;1993;0;к/б панель,з/б панель;3.40;3;2.42;Зданий
вул. Будівельників;1;43;1995;0;керамблок;1.20;20;2.46;Зданий
вул. Будівельників;1;46;2009;1;монолітно-каркасний;1.30;22;3.15;Зданий
вул. Будівельників;1;4А;2018;2;цегла;2.00;3;2.84;Зданий
вул. Будівельників;1;5;2007;1;з/б панель;1.70;4;2.81;Зданий
вул. Будівельників;1;6;1966;0;утеплювач,к/б панель;2.40;19;2.75;Зданий
вул. Будівельників;1;6А;2021;4;монолітно-каркасний,утеплювач;2.00;18;2.58;Зданий
вул. Будівельників;1;7;1966;0;з/б панель,к/б панель;3.40;14;2.71;Зданий
вул. Будівельників;1;8;1960;0;керамблок;1.20;2;2.52;Зданий
вул. Будівельників;1;8А;1992;0;шлакоблок;1.00;19;2.61;Зданий
вул. Будівельників;1;8Б;2019;0;з/б панель;1.70;20;2.93;Зданий
вул. Будівельників;1;9;2016;2;к/б панель,утеплювач;2.40;16;2.73;Зданий
вул. Сім’ї Кульженків;1;1;1978;0;вентильований фасад,шлакоблок;1.90;3;2.98;Зданий
вул. Сім’ї Кульженків;1;11А;2015;2;монолітно-каркасний,керамблок;2.50;10;2.76;Зданий
вул. Сім’ї Кульженків;1;12;1978;0;з/б панель,цегла;3.70;24;3.12;Зданий
вул. Сім’ї Кульженків;1;12А;1982;0;керамблок,цегла;3.20;10;3.01;Зданий
вул. Сім’ї Кульженків;1;12Б;2000;0;керамблок;1.20;9;2.94;Зданий
вул. Сім’ї Кульженків;1;13;2005;2;вентильований фасад,з/б панель,цегла;4.60;3;2.43;Зданий
вул. Сім’ї Кульженків;1;14;2021;4;монолітно-каркасний;1.30;6;2.79;Зданий
вул. Сім’ї Кульженків;1;14А;2005;2;монолітно-каркасний;1.30;14;3.13;Зданий
вул. Сім’ї Кульженків;1;14Б;1983;1;монолітно-каркасний,цегла;3.30;11;3.07;Зданий
вул. Сім’ї Кульженків;1;1А;1972;0;з/б панель;1.70;8;2.59;Зданий
